-294,-415,-436
-294,-415,-436
-304,-412,-421
-312,-412,-410
-334,-401,-390
-344,-391,-381
-344,-397,-379
-334,-402,-386
-329,-409,-388
-336,-405,-383
-338,-400,-378
-348,-397,-368
-341,-425,-353
-333,-443,-346
-336,-450,-331
-366,-433,-276
-372,-451,-157
-358,-461,-79
-270,-453,81
-106,-415,201
-25,-398,227
45,-355,246
-58,-314,245
-162,-305,218
-340,-376,62
-329,-527,-170
-91,-644,-346
63,-651,-393
299,-573,-434
370,-512,-450
363,-516,-454
339,-531,-453
376,-509,-444
441,-450,-432
463,-414,-436
488,-356,-442
464,-342,-472
441,-338,-498
396,-297,-551
396,-241,-577
469,-191,-540
497,-146,-529
470,-23,-544
284,88,-606
134,106,-626
-147,58,-588
-274,31,-506
-293,62,-466
-263,147,-401
-227,206,-353
-192,233,-333
-189,238,-333
-190,229,-350
-207,201,-384
-231,187,-379
-296,146,-342
-350,120,-241
-362,104,-103
-333,110,-37
-236,121,81
-118,134,141
-74,137,152
-32,142,160
-38,138,162
-51,129,168
-73,106,176
-69,98,182
-53,118,178
-33,115,181
1,102,196
26,96,200
38,100,200
42,102,199
40,123,188
42,125,188
75,124,192
120,111,197
153,103,201
172,107,198
235,106,187
336,88,158
377,86,136
405,95,121
402,105,121
419,89,127
442,79,117
535,33,58
629,-28,-47
648,-11,-108
636,71,-237
569,180,-302
545,215,-303
545,228,-253
607,153,-198
673,28,-220
680,2,-274
651,11,-380
604,130,-353
586,186,-275
544,206,-84
538,108,37
560,19,55
575,-170,56
513,-328,58
365,-420,104
295,-433,122
207,-470,130
166,-534,109
174,-572,82
231,-655,-34
340,-652,-117
423,-620,-168
453,-600,-199
435,-609,-304
449,-576,-376
447,-569,-406
483,-566,-384
512,-561,-340
535,-526,-299
531,-532,-321
432,-613,-338
288,-707,-269
230,-726,-244
200,-729,-226
229,-718,-210
203,-720,-184
74,-707,-51
-131,-611,54
-249,-435,137
-301,-324,148
-311,-139,164
-192,84,165
-109,158,152
97,274,72
213,330,-50
272,347,-161
267,352,-212
219,353,-287
147,344,-326
98,337,-339
-3,299,-364
-88,241,-398
-105,208,-422
-100,123,-498
-37,-9,-587
85,-146,-631
140,-193,-631
224,-256,-620
260,-263,-617
277,-276,-613
311,-306,-602
331,-306,-603
323,-303,-613
305,-309,-622
265,-332,-630
236,-387,-615
231,-433,-591
197,-519,-539
136,-607,-459
56,-665,-359
27,-682,-313
24,-703,-188
82,-696,-97
132,-674,-43
225,-626,4
232,-550,100
238,-526,125
261,-527,116
281,-515,121
238,-504,151
199,-486,174
97,-428,223
20,-321,255
-8,-277,260
-72,-204,250
-197,-136,199
-317,-98,105
-357,-91,52
-403,-78,-43
-422,-81,-148
-422,-77,-198
-408,-97,-305
-363,-192,-414
-327,-247,-457
-215,-371,-526
-61,-423,-580
75,-426,-605
115,-420,-612
132,-421,-609
123,-441,-601
119,-445,-599
134,-457,-595
170,-459,-594
190,-452,-600
197,-452,-602
214,-463,-592
250,-480,-574
285,-486,-560
367,-435,-555
467,-344,-528
504,-308,-507
551,-259,-472
575,-199,-441
602,-170,-402
610,-137,-383
615,-67,-331
622,-37,-282
619,-19,-269
622,-15,-239
620,-33,-151
557,64,-67
550,23,-17
484,31,64
364,29,156
330,26,177
189,12,231
95,6,246
44,2,249
-45,-2,242
-106,-45,245
-136,-75,245
-134,-67,242
-89,-34,246
-1,19,245
46,49,237
157,146,179
223,237,90
246,268,40
232,327,-44
225,350,-93
164,371,-106
137,375,-96
59,371,-60
2,364,-33
-26,357,-27
-55,356,-29
-44,368,-56
-46,371,-72
-60,372,-90
-100,359,-104
-99,354,-117
-74,352,-108
-53,334,-55
-51,289,28
-41,261,67
-79,168,149
-50,110,198
64,91,216
143,94,203
235,103,170
379,108,80
426,93,48
507,67,-52
568,-9,-141
588,-95,-193
598,-158,-330
524,-241,-483
409,-308,-582
318,-341,-623
170,-376,-653
85,-312,-675
27,-294,-678
-19,-240,-679
-38,-257,-673
48,-334,-670
77,-306,-676
83,-301,-677
37,-284,-675
10,-283,-675
-53,-580,-511
-102,-636,-437
-165,-576,-400
-294,-533,-396
-272,-540,-419
-181,-606,-418
-186,-595,-429
-263,-556,-397
-418,-304,-383
-443,-209,-361
-471,-99,-270
-400,101,-86
-296,145,59
-217,155,119
-29,146,204
212,106,213
293,81,197
477,-9,127
559,-71,74
609,-184,32
624,-196,10
641,-210,-12
628,-116,2
580,10,22
431,193,45
279,263,71
211,284,71
5,282,92
-188,225,67
-363,103,10
-417,43,-31
-481,-57,-183
-425,-381,-331
-384,-469,-318
-313,-503,-404
-145,-575,-479
-11,-570,-538
39,-553,-560
93,-553,-568
283,-516,-564
330,-475,-570
449,-386,-542
582,-296,-422
631,-268,-319
622,-207,-51
490,-197,143
404,-216,203
333,-218,239
144,-184,295
85,-170,296
38,-173,297
-60,-57,271
-125,0,243
-128,-43,257
-116,-52,262
-88,-70,272
-42,-98,282
0,-128,289
91,-163,290
256,-199,256
318,-240,229
389,-341,170
433,-475,64
429,-568,-34
423,-600,-82
345,-671,-200
249,-708,-253
186,-724,-270
31,-720,-322
-72,-701,-328
-245,-650,-172
-261,-638,-167
-325,-578,-185
-461,-378,-161
-495,-232,-161
-495,-131,-119
-463,-148,16
-423,-166,141
-332,-180,187
-209,-157,262
-50,-170,313
39,-166,323
164,-153,316
272,-165,291
298,-180,284
303,-257,278
333,-363,240
366,-504,145
386,-546,90
423,-607,-51
427,-631,-153
447,-616,-172
475,-599,-183
475,-602,-190
467,-612,-180
434,-619,-208
435,-594,-279
488,-503,-340
510,-456,-356
555,-386,-339
604,-336,-256
614,-315,-238
635,-219,-167
634,-175,-96
612,-164,-6
608,-150,7
608,-134,11
605,-78,10
597,-21,-5
570,109,-78
547,155,-103
538,173,-115
536,168,-86
545,158,-92
489,233,-102
474,249,-109
451,279,-143
424,302,-157
437,296,-183
487,255,-209
484,256,-292
571,155,-341
564,129,-408
567,101,-449
542,130,-469
466,242,-426
300,353,-337
126,381,-303
30,372,-304
-30,353,-321
88,380,-285
417,273,-293
523,163,-326
581,49,-366
580,49,-373
578,71,-353
569,105,-292
588,77,-261
624,-26,-256
635,-80,-262
625,-142,-311
598,-171,-365
583,-149,-383
558,-126,-400
552,-121,-399
563,-145,-382
581,-219,-336
587,-292,-267
599,-279,-195
607,-250,-181
611,-134,-141
612,-94,-172
612,-121,-199
607,-195,-209
584,-308,-197
586,-279,-173
590,-268,-173
596,-255,-155
607,-189,-127
608,-147,-120
589,-70,-75
561,-16,-54
561,-29,-50
549,-44,-29
533,-39,-14
527,-31,-3
518,10,-15
559,18,-102
603,-45,-209
603,-57,-283
559,-152,-435
523,-163,-481
513,-166,-488
506,-170,-489
496,-178,-495
448,-184,-535
424,-209,-552
360,-225,-589
305,-206,-615
282,-191,-625
237,-173,-639
179,-181,-650
134,-169,-650
111,-162,-653
65,-151,-654
23,-166,-648
-12,-173,-644
-83,-151,-626
-158,-182,-604
-170,-184,-599
-197,-198,-583
-241,-249,-556
-277,-298,-522
-321,-330,-470
-416,-325,-322
-457,-278,-174
-450,-281,-111
-386,-351,15
-244,-402,144
-48,-418,221
55,-418,228
201,-364,235
282,-338,218
286,-310,221
260,-285,240
215,-260,261
211,-256,263
227,-247,262
230,-238,265
237,-232,264
235,-228,264
253,-221,259
253,-211,263
261,-288,253
486,-275,119
558,-206,47
640,-92,-218
628,-95,-328
508,-138,-542
295,-139,-668
190,-169,-693
137,-190,-699
291,-336,-649
396,-358,-590
599,-371,-326
565,-378,-34
371,-240,204
249,-136,255
38,-67,271
-79,-7,241
-138,10,219
-297,-33,149
-397,-101,71
-440,-112,4
-447,-80,-27
-439,-38,-39
-409,9,-15
-393,24,5
-343,54,53
-281,68,112
-250,62,143
-161,76,188
-43,105,213
93,346,-67
117,249,-488
217,35,-619
363,-40,-599
406,-31,-574
388,-28,-587
323,-54,-627
310,-108,-635
323,-141,-627
304,-173,-630
173,-166,-660
105,-164,-668
19,-150,-669
-20,-182,-664
-41,-200,-661
-96,-232,-646
-145,-247,-630
-161,-284,-616
-195,-310,-595
-281,-368,-515
-359,-376,-426
-404,-351,-371
-436,-264,-337
-447,-126,-307
-431,-53,-302
-417,7,-284
-415,19,-273
-415,12,-291
-426,-32,-307
-437,-119,-318
-441,-210,-324
-435,-227,-333
-419,-219,-368
-404,-165,-397
-406,-89,-383
-400,-30,-370
-383,72,-309
-346,156,-242
-337,178,-178
-356,144,-98
-384,85,-39
-440,-20,-55
-450,-47,-68
-467,-103,-84
-481,-143,-149
-481,-142,-184
-466,-142,-295
-396,-63,-417
-369,-51,-449
-276,-48,-531
-160,-58,-599
25,-177,-660
94,-244,-665
122,-355,-642
122,-495,-590
128,-547,-558
100,-605,-514
44,-645,-478
37,-679,-429
58,-702,-398
64,-705,-391
15,-696,-390
-12,-684,-404
-52,-668,-404
-113,-649,-392
-138,-641,-381
-250,-615,-293
-345,-542,-242
-426,-430,-220
-447,-384,-218
-480,-260,-218
-474,-206,-278
-450,-197,-351
-383,-205,-468
-243,-202,-589
-121,-237,-642
-49,-254,-665
120,-281,-675
201,-288,-665
269,-264,-651
425,-207,-579
486,-144,-527
533,-125,-467
575,-58,-364
564,-11,-347
572,23,-231
578,-13,-133
557,-79,-18
475,-149,105
412,-165,162
346,-126,204
290,-132,233
226,-193,257
160,-205,272
84,-258,275
68,-249,274
16,-245,275
-8,-215,276
-174,-189,237
-251,-216,201
-321,-285,141
-328,-367,104
-307,-348,136
-247,-348,178
-145,-336,229
-68,-310,261
-22,-292,274
72,-236,291
228,-158,270
307,-64,238
371,-34,198
448,18,123
447,78,87
437,114,69
403,134,88
333,181,100
333,175,106
319,180,110
305,203,99
270,236,77
271,265,32
308,301,-116
344,284,-221
